Job_ID,Machine_ID,Operation_Type,Material_Used,Processing_Time,Energy_Consumption,Machine_Availability,Scheduled_Start,Scheduled_End,Actual_Start,Actual_End,Job_Status,Optimization_Category
J164,M05,Additive,4.35,56,4.22,97,2023-03-19 11:10:00,2023-03-19 12:06:00,2023-03-19 11:20:00,2023-03-19 12:16:00,Delayed,Low Efficiency
J165,M04,Milling,3.28,29,7.32,82,2023-03-19 11:20:00,2023-03-19 11:49:00,2023-03-19 11:24:00,2023-03-19 11:53:00,Completed,High Efficiency
J166,M04,Additive,3.71,61,11.52,94,2023-03-19 11:30:00,2023-03-19 12:31:00,,,Failed,Low Efficiency
J167,M01,Grinding,1.29,35,7.2,94,2023-03-19 11:40:00,2023-03-19 12:15:00,2023-03-19 11:45:00,2023-03-19 12:20:00,Completed,Moderate Efficiency
J168,M03,Grinding,4.51,37,12.54,99,2023-03-19 11:50:00,2023-03-19 12:27:00,2023-03-19 12:14:00,2023-03-19 12:51:00,Delayed,Low Efficiency
J169,M03,Lathe,1.36,23,7.11,92,2023-03-19 12:00:00,2023-03-19 12:23:00,2023-03-19 12:00:00,2023-03-19 12:23:00,Completed,High Efficiency
J170,M03,Milling,3.54,102,2.14,99,2023-03-19 12:10:00,2023-03-19 13:52:00,2023-03-19 12:07:00,2023-03-19 13:49:00,Completed,Low Efficiency
J171,M05,Drilling,2.58,72,13.69,83,2023-03-19 12:20:00,2023-03-19 13:32:00,2023-03-19 12:16:00,2023-03-19 13:28:00,Completed,Low Efficiency
J172,M02,Lathe,3.08,81,11.61,80,2023-03-19 12:30:00,2023-03-19 13:51:00,,,Failed,Low Efficiency
J173,M02,Additive,1.85,64,12.14,82,2023-03-19 12:40:00,2023-03-19 13:44:00,2023-03-19 12:43:00,2023-03-19 13:47:00,Completed,Moderate Efficiency
J174,M01,Additive,2.44,113,12.49,80,2023-03-19 12:50:00,2023-03-19 14:43:00,2023-03-19 13:18:00,2023-03-19 15:11:00,Delayed,Low Efficiency
J175,M04,Lathe,4.82,40,8.16,92,2023-03-19 13:00:00,2023-03-19 13:40:00,,,Failed,Low Efficiency
J176,M05,Milling,2.39,100,2.62,95,2023-03-19 13:10:00,2023-03-19 14:50:00,2023-03-19 13:12:00,2023-03-19 14:52:00,Completed,High Efficiency
J177,M02,Drilling,3.51,97,9.08,97,2023-03-19 13:20:00,2023-03-19 14:57:00,2023-03-19 13:22:00,2023-03-19 14:59:00,Completed,Moderate Efficiency
J178,M01,Drilling,4.43,82,10.58,82,2023-03-19 13:30:00,2023-03-19 14:52:00,2023-03-19 13:25:00,2023-03-19 14:47:00,Completed,Low Efficiency
J179,M03,Lathe,1.58,95,14.17,80,2023-03-19 13:40:00,2023-03-19 15:15:00,2023-03-19 13:58:00,2023-03-19 15:33:00,Delayed,Low Efficiency
J180,M02,Additive,3.46,69,3.76,84,2023-03-19 13:50:00,2023-03-19 14:59:00,2023-03-19 13:48:00,2023-03-19 14:57:00,Completed,Low Efficiency
J181,M02,Drilling,3.55,95,6.4,89,2023-03-19 14:00:00,2023-03-19 15:35:00,2023-03-19 13:59:00,2023-03-19 15:34:00,Completed,Low Efficiency
J182,M01,Milling,1.49,79,6.22,83,2023-03-19 14:10:00,2023-03-19 15:29:00,,,Failed,Low Efficiency
J183,M04,Drilling,4.11,106,12.25,80,2023-03-19 14:20:00,2023-03-19 16:06:00,2023-03-19 14:17:00,2023-03-19 16:03:00,Completed,Low Efficiency
J184,M04,Additive,3.52,89,9.7,99,2023-03-19 14:30:00,2023-03-19 15:59:00,2023-03-19 14:35:00,2023-03-19 16:04:00,Completed,Moderate Efficiency
J185,M04,Grinding,2.0,50,6.07,85,2023-03-19 14:40:00,2023-03-19 15:30:00,2023-03-19 14:41:00,2023-03-19 15:31:00,Completed,High Efficiency
J186,M01,Milling,1.25,70,12.13,82,2023-03-19 14:50:00,2023-03-19 16:00:00,2023-03-19 14:46:00,2023-03-19 15:56:00,Completed,Low Efficiency
J187,M04,Additive,1.27,110,10.29,80,2023-03-19 15:00:00,2023-03-19 16:50:00,,,Failed,Low Efficiency
J188,M02,Grinding,2.61,90,9.18,83,2023-03-19 15:10:00,2023-03-19 16:40:00,2023-03-19 15:09:00,2023-03-19 16:39:00,Completed,Low Efficiency
J189,M03,Drilling,3.38,50,11.6,86,2023-03-19 15:20:00,2023-03-19 16:10:00,2023-03-19 15:23:00,2023-03-19 16:13:00,Completed,Moderate Efficiency
J190,M04,Milling,1.94,50,10.25,97,2023-03-19 15:30:00,2023-03-19 16:20:00,2023-03-19 15:56:00,2023-03-19 16:46:00,Delayed,Low Efficiency
J191,M01,Milling,4.16,114,5.81,89,2023-03-19 15:40:00,2023-03-19 17:34:00,2023-03-19 15:45:00,2023-03-19 17:39:00,Completed,High Efficiency
J192,M03,Drilling,1.04,100,6.93,82,2023-03-19 15:50:00,2023-03-19 17:30:00,2023-03-19 15:47:00,2023-03-19 17:27:00,Completed,Low Efficiency
J193,M04,Drilling,4.82,80,14.08,80,2023-03-19 16:00:00,2023-03-19 17:20:00,2023-03-19 16:00:00,2023-03-19 17:20:00,Completed,Moderate Efficiency
J194,M03,Lathe,4.81,57,8.84,94,2023-03-19 16:10:00,2023-03-19 17:07:00,2023-03-19 16:15:00,2023-03-19 17:12:00,Completed,Moderate Efficiency
J195,M02,Drilling,2.53,88,7.32,87,2023-03-19 16:20:00,2023-03-19 17:48:00,2023-03-19 16:25:00,2023-03-19 17:53:00,Completed,Moderate Efficiency
J196,M02,Drilling,1.48,56,8.84,93,2023-03-19 16:30:00,2023-03-19 17:26:00,2023-03-19 16:27:00,2023-03-19 17:23:00,Completed,Low Efficiency
J197,M05,Drilling,1.01,21,9.75,88,2023-03-19 16:40:00,2023-03-19 17:01:00,2023-03-19 16:52:00,2023-03-19 17:13:00,Delayed,Low Efficiency
J198,M04,Milling,2.33,74,2.46,92,2023-03-19 16:50:00,2023-03-19 18:04:00,2023-03-19 16:51:00,2023-03-19 18:05:00,Completed,Optimal Efficiency
J199,M04,Lathe,4.52,90,7.61,94,2023-03-19 17:00:00,2023-03-19 18:30:00,2023-03-19 17:00:00,2023-03-19 18:30:00,Completed,High Efficiency
J200,M02,Lathe,2.04,84,7.96,94,2023-03-19 17:10:00,2023-03-19 18:34:00,2023-03-19 17:08:00,2023-03-19 18:32:00,Completed,Low Efficiency
J201,M04,Additive,2.14,52,9.24,95,2023-03-19 17:20:00,2023-03-19 18:12:00,,,Failed,Low Efficiency
J202,M02,Drilling,4.62,82,10.12,90,2023-03-19 17:30:00,2023-03-19 18:52:00,,,Failed,Low Efficiency
J203,M05,Additive,1.91,61,3.81,89,2023-03-19 17:40:00,2023-03-19 18:41:00,2023-03-19 18:04:00,2023-03-19 19:05:00,Delayed,Low Efficiency
J204,M02,Grinding,1.66,113,5.93,80,2023-03-19 17:50:00,2023-03-19 19:43:00,2023-03-19 17:47:00,2023-03-19 19:40:00,Completed,Low Efficiency
J205,M04,Milling,1.02,89,10.18,82,2023-03-19 18:00:00,2023-03-19 19:29:00,,,Failed,Low Efficiency
J206,M04,Grinding,2.5,89,3.08,92,2023-03-19 18:10:00,2023-03-19 19:39:00,2023-03-19 18:33:00,2023-03-19 20:02:00,Delayed,Low Efficiency
J207,M05,Milling,3.41,21,3.53,82,2023-03-19 18:20:00,2023-03-19 18:41:00,2023-03-19 18:17:00,2023-03-19 18:38:00,Completed,Low Efficiency
J208,M01,Grinding,3.27,20,5.06,85,2023-03-19 18:30:00,2023-03-19 18:50:00,2023-03-19 18:30:00,2023-03-19 18:50:00,Completed,High Efficiency
J209,M01,Grinding,2.34,106,11.95,83,2023-03-19 18:40:00,2023-03-19 20:26:00,2023-03-19 18:55:00,2023-03-19 20:41:00,Delayed,Low Efficiency
J210,M04,Drilling,1.1,76,10.49,80,2023-03-19 18:50:00,2023-03-19 20:06:00,2023-03-19 18:51:00,2023-03-19 20:07:00,Completed,Moderate Efficiency
J211,M03,Milling,1.66,25,8.39,80,2023-03-19 19:00:00,2023-03-19 19:25:00,2023-03-19 18:59:00,2023-03-19 19:24:00,Completed,Low Efficiency
J212,M01,Milling,1.45,96,4.27,98,2023-03-19 19:10:00,2023-03-19 20:46:00,2023-03-19 19:13:00,2023-03-19 20:49:00,Completed,High Efficiency
J213,M03,Grinding,1.04,53,4.49,84,2023-03-19 19:20:00,2023-03-19 20:13:00,,,Failed,Low Efficiency
J214,M04,Grinding,2.39,36,4.59,85,2023-03-19 19:30:00,2023-03-19 20:06:00,2023-03-19 19:27:00,2023-03-19 20:03:00,Completed,Low Efficiency
J215,M02,Milling,4.79,43,6.1,91,2023-03-19 19:40:00,2023-03-19 20:23:00,2023-03-19 19:44:00,2023-03-19 20:27:00,Completed,High Efficiency
J216,M01,Lathe,3.51,42,10.46,95,2023-03-19 19:50:00,2023-03-19 20:32:00,2023-03-19 19:50:00,2023-03-19 20:32:00,Completed,Moderate Efficiency
J217,M02,Grinding,3.35,109,4.75,95,2023-03-19 20:00:00,2023-03-19 21:49:00,2023-03-19 19:56:00,2023-03-19 21:45:00,Completed,Low Efficiency
J218,M05,Additive,2.58,71,10.74,84,2023-03-19 20:10:00,2023-03-19 21:21:00,2023-03-19 20:29:00,2023-03-19 21:40:00,Delayed,Low Efficiency
J219,M05,Additive,1.46,107,11.19,97,2023-03-19 20:20:00,2023-03-19 22:07:00,2023-03-19 20:19:00,2023-03-19 22:06:00,Completed,Low Efficiency
J220,M05,Milling,1.62,70,4.22,81,2023-03-19 20:30:00,2023-03-19 21:40:00,2023-03-19 20:27:00,2023-03-19 21:37:00,Completed,Low Efficiency
J221,M02,Drilling,1.66,95,10.49,81,2023-03-19 20:40:00,2023-03-19 22:15:00,2023-03-19 21:04:00,2023-03-19 22:39:00,Delayed,Low Efficiency
J222,M03,Lathe,1.27,119,3.14,89,2023-03-19 20:50:00,2023-03-19 22:49:00,,,Failed,Low Efficiency
J223,M01,Additive,2.39,58,10.74,92,2023-03-19 21:00:00,2023-03-19 21:58:00,,,Failed,Low Efficiency
J224,M05,Drilling,3.61,85,9.63,99,2023-03-19 21:10:00,2023-03-19 22:35:00,2023-03-19 21:36:00,2023-03-19 23:01:00,Delayed,Low Efficiency
J225,M03,Milling,4.52,22,13.02,80,2023-03-19 21:20:00,2023-03-19 21:42:00,2023-03-19 21:20:00,2023-03-19 21:42:00,Completed,Moderate Efficiency
J226,M04,Grinding,3.11,105,7.9,88,2023-03-19 21:30:00,2023-03-19 23:15:00,2023-03-19 21:27:00,2023-03-19 23:12:00,Completed,Low Efficiency
J227,M05,Drilling,3.25,109,6.97,81,2023-03-19 21:40:00,2023-03-19 23:29:00,2023-03-19 21:53:00,2023-03-19 23:42:00,Delayed,Low Efficiency
J228,M02,Lathe,4.66,77,8.47,82,2023-03-19 21:50:00,2023-03-19 23:07:00,2023-03-19 21:47:00,2023-03-19 23:04:00,Completed,Low Efficiency
J229,M01,Milling,4.49,59,13.77,83,2023-03-19 22:00:00,2023-03-19 22:59:00,2023-03-19 22:00:00,2023-03-19 22:59:00,Completed,Moderate Efficiency
J230,M01,Milling,2.36,65,11.13,88,2023-03-19 22:10:00,2023-03-19 23:15:00,2023-03-19 22:13:00,2023-03-19 23:18:00,Completed,Moderate Efficiency
J231,M02,Additive,3.44,36,14.64,81,2023-03-19 22:20:00,2023-03-19 22:56:00,,,Failed,Low Efficiency
J232,M01,Grinding,3.62,106,11.48,98,2023-03-19 22:30:00,2023-03-20 00:16:00,2023-03-19 22:27:00,2023-03-20 00:13:00,Completed,Low Efficiency
J233,M04,Milling,3.03,88,2.35,81,2023-03-19 22:40:00,2023-03-20 00:08:00,2023-03-19 22:38:00,2023-03-20 00:06:00,Completed,Low Efficiency
J234,M01,Grinding,4.31,111,9.95,98,2023-03-19 22:50:00,2023-03-20 00:41:00,2023-03-19 22:51:00,2023-03-20 00:42:00,Completed,Moderate Efficiency
J235,M03,Lathe,4.37,56,6.94,89,2023-03-19 23:00:00,2023-03-19 23:56:00,2023-03-19 22:57:00,2023-03-19 23:53:00,Completed,Low Efficiency
J236,M02,Lathe,4.49,26,7.84,97,2023-03-19 23:10:00,2023-03-19 23:36:00,2023-03-19 23:10:00,2023-03-19 23:36:00,Completed,High Efficiency
J237,M01,Grinding,3.53,83,6.17,83,2023-03-19 23:20:00,2023-03-20 00:43:00,2023-03-19 23:23:00,2023-03-20 00:46:00,Completed,High Efficiency
J238,M05,Additive,4.1,95,7.18,89,2023-03-19 23:30:00,2023-03-20 01:05:00,2023-03-19 23:28:00,2023-03-20 01:03:00,Completed,Low Efficiency
J239,M03,Lathe,4.42,89,2.79,93,2023-03-19 23:40:00,2023-03-20 01:09:00,,,Failed,Low Efficiency
J240,M02,Grinding,3.88,22,9.51,92,2023-03-19 23:50:00,2023-03-20 00:12:00,,,Failed,Low Efficiency
J241,M01,Milling,2.65,95,9.52,91,2023-03-20 00:00:00,2023-03-20 01:35:00,2023-03-20 00:01:00,2023-03-20 01:36:00,Completed,Moderate Efficiency
J242,M05,Lathe,4.51,102,10.33,97,2023-03-20 00:10:00,2023-03-20 01:52:00,2023-03-20 00:05:00,2023-03-20 01:47:00,Completed,Low Efficiency
J243,M02,Lathe,2.34,56,4.43,85,2023-03-20 00:20:00,2023-03-20 01:16:00,2023-03-20 00:22:00,2023-03-20 01:18:00,Completed,High Efficiency
J244,M03,Grinding,3.75,42,10.91,91,2023-03-20 00:30:00,2023-03-20 01:12:00,2023-03-20 00:50:00,2023-03-20 01:32:00,Delayed,Low Efficiency
J245,M02,Additive,2.86,25,2.84,82,2023-03-20 00:40:00,2023-03-20 01:05:00,2023-03-20 00:42:00,2023-03-20 01:07:00,Completed,High Efficiency
J246,M01,Milling,1.69,40,3.02,90,2023-03-20 00:50:00,2023-03-20 01:30:00,2023-03-20 00:48:00,2023-03-20 01:28:00,Completed,Low Efficiency
J247,M02,Milling,4.81,84,12.46,95,2023-03-20 01:00:00,2023-03-20 02:24:00,2023-03-20 00:55:00,2023-03-20 02:19:00,Completed,Low Efficiency
J248,M01,Drilling,4.07,51,5.84,91,2023-03-20 01:10:00,2023-03-20 02:01:00,2023-03-20 01:07:00,2023-03-20 01:58:00,Completed,Low Efficiency
J249,M03,Milling,1.48,67,3.71,94,2023-03-20 01:20:00,2023-03-20 02:27:00,2023-03-20 01:20:00,2023-03-20 02:27:00,Completed,High Efficiency
J250,M02,Milling,1.32,79,6.4,96,2023-03-20 01:30:00,2023-03-20 02:49:00,2023-03-20 01:26:00,2023-03-20 02:45:00,Completed,Low Efficiency
J251,M01,Milling,1.02,21,8.57,89,2023-03-20 01:40:00,2023-03-20 02:01:00,2023-03-20 01:37:00,2023-03-20 01:58:00,Completed,Low Efficiency
J252,M05,Milling,4.59,38,13.14,96,2023-03-20 01:50:00,2023-03-20 02:28:00,2023-03-20 01:46:00,2023-03-20 02:24:00,Completed,Low Efficiency
J253,M01,Milling,4.49,43,9.9,87,2023-03-20 02:00:00,2023-03-20 02:43:00,2023-03-20 02:01:00,2023-03-20 02:44:00,Completed,Moderate Efficiency
J254,M05,Milling,1.32,38,14.38,92,2023-03-20 02:10:00,2023-03-20 02:48:00,2023-03-20 02:38:00,2023-03-20 03:16:00,Delayed,Low Efficiency
J255,M01,Grinding,1.82,38,11.78,83,2023-03-20 02:20:00,2023-03-20 02:58:00,2023-03-20 02:18:00,2023-03-20 02:56:00,Completed,Low Efficiency
J256,M01,Grinding,1.73,60,4.89,82,2023-03-20 02:30:00,2023-03-20 03:30:00,2023-03-20 02:31:00,2023-03-20 03:31:00,Completed,High Efficiency
J257,M02,Additive,2.86,120,5.09,82,2023-03-20 02:40:00,2023-03-20 04:40:00,2023-03-20 02:42:00,2023-03-20 04:42:00,Completed,High Efficiency
J258,M05,Drilling,1.58,28,9.23,88,2023-03-20 02:50:00,2023-03-20 03:18:00,2023-03-20 02:49:00,2023-03-20 03:17:00,Completed,Low Efficiency
J259,M03,Lathe,2.91,24,7.41,95,2023-03-20 03:00:00,2023-03-20 03:24:00,2023-03-20 02:58:00,2023-03-20 03:22:00,Completed,Low Efficiency
J260,M04,Milling,4.35,47,4.55,95,2023-03-20 03:10:00,2023-03-20 03:57:00,,,Failed,Low Efficiency
J261,M01,Drilling,3.48,104,4.72,88,2023-03-20 03:20:00,2023-03-20 05:04:00,2023-03-20 03:42:00,2023-03-20 05:26:00,Delayed,Low Efficiency
J262,M05,Grinding,4.82,114,4.24,90,2023-03-20 03:30:00,2023-03-20 05:24:00,,,Failed,Low Efficiency
J263,M04,Lathe,3.65,38,14.87,80,2023-03-20 03:40:00,2023-03-20 04:18:00,2023-03-20 03:42:00,2023-03-20 04:20:00,Completed,Moderate Efficiency
J264,M04,Grinding,2.61,72,13.92,86,2023-03-20 03:50:00,2023-03-20 05:02:00,2023-03-20 04:16:00,2023-03-20 05:28:00,Delayed,Low Efficiency
J265,M04,Milling,2.77,97,6.15,82,2023-03-20 04:00:00,2023-03-20 05:37:00,2023-03-20 03:58:00,2023-03-20 05:35:00,Completed,Low Efficiency
J266,M05,Milling,2.68,96,12.26,96,2023-03-20 04:10:00,2023-03-20 05:46:00,2023-03-20 04:23:00,2023-03-20 05:59:00,Delayed,Low Efficiency
J267,M02,Drilling,4.42,101,8.25,80,2023-03-20 04:20:00,2023-03-20 06:01:00,2023-03-20 04:19:00,2023-03-20 06:00:00,Completed,Low Efficiency
J268,M04,Lathe,4.24,105,6.98,93,2023-03-20 04:30:00,2023-03-20 06:15:00,2023-03-20 04:34:00,2023-03-20 06:19:00,Completed,High Efficiency
J269,M01,Grinding,1.49,25,4.0,84,2023-03-20 04:40:00,2023-03-20 05:05:00,2023-03-20 04:59:00,2023-03-20 05:24:00,Delayed,Low Efficiency
J270,M04,Drilling,4.32,75,14.44,81,2023-03-20 04:50:00,2023-03-20 06:05:00,2023-03-20 04:55:00,2023-03-20 06:10:00,Completed,Moderate Efficiency
J271,M01,Grinding,1.78,21,7.47,83,2023-03-20 05:00:00,2023-03-20 05:21:00,2023-03-20 04:55:00,2023-03-20 05:16:00,Completed,Low Efficiency
J272,M04,Lathe,3.17,55,13.68,84,2023-03-20 05:10:00,2023-03-20 06:05:00,2023-03-20 05:06:00,2023-03-20 06:01:00,Completed,Low Efficiency
J273,M01,Milling,3.08,78,5.42,82,2023-03-20 05:20:00,2023-03-20 06:38:00,2023-03-20 05:46:00,2023-03-20 07:04:00,Delayed,Low Efficiency
J274,M05,Lathe,2.17,20,4.29,97,2023-03-20 05:30:00,2023-03-20 05:50:00,2023-03-20 05:29:00,2023-03-20 05:49:00,Completed,Low Efficiency
J275,M03,Additive,3.21,94,14.67,93,2023-03-20 05:40:00,2023-03-20 07:14:00,2023-03-20 05:44:00,2023-03-20 07:18:00,Completed,Moderate Efficiency
J276,M02,Milling,2.96,78,4.23,95,2023-03-20 05:50:00,2023-03-20 07:08:00,,,Failed,Low Efficiency
J277,M01,Lathe,2.0,76,12.37,88,2023-03-20 06:00:00,2023-03-20 07:16:00,2023-03-20 06:02:00,2023-03-20 07:18:00,Completed,Moderate Efficiency
J278,M03,Additive,2.08,58,14.2,91,2023-03-20 06:10:00,2023-03-20 07:08:00,2023-03-20 06:10:00,2023-03-20 07:08:00,Completed,Moderate Efficiency
J279,M04,Milling,2.15,64,2.45,81,2023-03-20 06:20:00,2023-03-20 07:24:00,2023-03-20 06:22:00,2023-03-20 07:26:00,Completed,High Efficiency
J280,M05,Drilling,2.62,66,9.66,89,2023-03-20 06:30:00,2023-03-20 07:36:00,2023-03-20 06:27:00,2023-03-20 07:33:00,Completed,Low Efficiency
J281,M03,Lathe,4.82,59,8.66,95,2023-03-20 06:40:00,2023-03-20 07:39:00,2023-03-20 06:41:00,2023-03-20 07:40:00,Completed,High Efficiency
J282,M03,Lathe,3.17,30,10.21,88,2023-03-20 06:50:00,2023-03-20 07:20:00,2023-03-20 06:52:00,2023-03-20 07:22:00,Completed,Moderate Efficiency
J283,M01,Additive,1.52,37,9.47,96,2023-03-20 07:00:00,2023-03-20 07:37:00,2023-03-20 06:57:00,2023-03-20 07:34:00,Completed,Low Efficiency
J284,M02,Grinding,3.32,71,13.8,80,2023-03-20 07:10:00,2023-03-20 08:21:00,2023-03-20 07:20:00,2023-03-20 08:31:00,Delayed,Low Efficiency
J285,M01,Additive,3.25,106,13.31,86,2023-03-20 07:20:00,2023-03-20 09:06:00,2023-03-20 07:22:00,2023-03-20 09:08:00,Completed,Moderate Efficiency
J286,M04,Additive,3.22,107,6.69,91,2023-03-20 07:30:00,2023-03-20 09:17:00,2023-03-20 07:31:00,2023-03-20 09:18:00,Completed,High Efficiency
J287,M02,Lathe,3.31,95,5.56,85,2023-03-20 07:40:00,2023-03-20 09:15:00,2023-03-20 07:45:00,2023-03-20 09:20:00,Completed,High Efficiency
J288,M02,Additive,2.97,36,6.56,82,2023-03-20 07:50:00,2023-03-20 08:26:00,2023-03-20 07:55:00,2023-03-20 08:31:00,Completed,High Efficiency
J289,M02,Grinding,1.49,97,5.47,81,2023-03-20 08:00:00,2023-03-20 09:37:00,2023-03-20 07:58:00,2023-03-20 09:35:00,Completed,Low Efficiency
J290,M05,Grinding,3.82,81,10.72,99,2023-03-20 08:10:00,2023-03-20 09:31:00,2023-03-20 08:12:00,2023-03-20 09:33:00,Completed,Moderate Efficiency
J291,M03,Milling,5.0,26,12.76,95,2023-03-20 08:20:00,2023-03-20 08:46:00,2023-03-20 08:20:00,2023-03-20 08:46:00,Completed,Moderate Efficiency
J292,M04,Additive,2.41,93,9.8,91,2023-03-20 08:30:00,2023-03-20 10:03:00,2023-03-20 08:34:00,2023-03-20 10:07:00,Completed,Moderate Efficiency
J293,M04,Drilling,1.8,103,13.09,82,2023-03-20 08:40:00,2023-03-20 10:23:00,2023-03-20 08:36:00,2023-03-20 10:19:00,Completed,Low Efficiency
J294,M03,Drilling,4.27,90,6.74,87,2023-03-20 08:50:00,2023-03-20 10:20:00,2023-03-20 08:49:00,2023-03-20 10:19:00,Completed,Low Efficiency
J295,M02,Additive,2.46,39,10.97,96,2023-03-20 09:00:00,2023-03-20 09:39:00,2023-03-20 09:04:00,2023-03-20 09:43:00,Completed,Moderate Efficiency
J296,M03,Additive,2.96,76,13.25,88,2023-03-20 09:10:00,2023-03-20 10:26:00,,,Failed,Low Efficiency
J297,M01,Grinding,2.14,79,2.05,80,2023-03-20 09:20:00,2023-03-20 10:39:00,2023-03-20 09:47:00,2023-03-20 11:06:00,Delayed,Low Efficiency
J298,M04,Additive,2.19,116,4.79,95,2023-03-20 09:30:00,2023-03-20 11:26:00,2023-03-20 09:29:00,2023-03-20 11:25:00,Completed,Low Efficiency
J299,M04,Drilling,1.42,23,3.92,88,2023-03-20 09:40:00,2023-03-20 10:03:00,2023-03-20 10:02:00,2023-03-20 10:25:00,Delayed,Low Efficiency
J300,M04,Additive,3.42,20,6.24,92,2023-03-20 09:50:00,2023-03-20 10:10:00,2023-03-20 09:51:00,2023-03-20 10:11:00,Completed,High Efficiency
J301,M02,Drilling,3.16,87,5.09,92,2023-03-20 10:00:00,2023-03-20 11:27:00,2023-03-20 10:03:00,2023-03-20 11:30:00,Completed,High Efficiency
J302,M04,Drilling,2.25,52,14.65,98,2023-03-20 10:10:00,2023-03-20 11:02:00,2023-03-20 10:32:00,2023-03-20 11:24:00,Delayed,Low Efficiency
J303,M05,Additive,1.5,38,6.46,96,2023-03-20 10:20:00,2023-03-20 10:58:00,2023-03-20 10:18:00,2023-03-20 10:56:00,Completed,Low Efficiency
J304,M03,Drilling,1.07,75,6.02,99,2023-03-20 10:30:00,2023-03-20 11:45:00,2023-03-20 10:25:00,2023-03-20 11:40:00,Completed,Low Efficiency
J305,M05,Additive,4.33,89,12.46,81,2023-03-20 10:40:00,2023-03-20 12:09:00,2023-03-20 10:40:00,2023-03-20 12:09:00,Completed,Moderate Efficiency
J306,M03,Lathe,2.92,77,9.46,99,2023-03-20 10:50:00,2023-03-20 12:07:00,2023-03-20 10:47:00,2023-03-20 12:04:00,Completed,Low Efficiency
J307,M02,Lathe,3.25,89,6.97,98,2023-03-20 11:00:00,2023-03-20 12:29:00,2023-03-20 11:21:00,2023-03-20 12:50:00,Delayed,Low Efficiency
J308,M01,Additive,1.25,50,3.41,80,2023-03-20 11:10:00,2023-03-20 12:00:00,2023-03-20 11:10:00,2023-03-20 12:00:00,Completed,High Efficiency
J309,M03,Additive,3.07,71,11.53,82,2023-03-20 11:20:00,2023-03-20 12:31:00,2023-03-20 11:31:00,2023-03-20 12:42:00,Delayed,Low Efficiency
J310,M04,Grinding,2.35,50,8.24,94,2023-03-20 11:30:00,2023-03-20 12:20:00,2023-03-20 11:29:00,2023-03-20 12:19:00,Completed,Low Efficiency
J311,M02,Milling,3.76,85,13.06,87,2023-03-20 11:40:00,2023-03-20 13:05:00,,,Failed,Low Efficiency
J312,M04,Drilling,2.86,95,6.84,97,2023-03-20 11:50:00,2023-03-20 13:25:00,,,Failed,Low Efficiency
J313,M05,Milling,2.52,59,4.65,94,2023-03-20 12:00:00,2023-03-20 12:59:00,,,Failed,Low Efficiency
J314,M05,Grinding,4.39,113,10.52,80,2023-03-20 12:10:00,2023-03-20 14:03:00,2023-03-20 12:13:00,2023-03-20 14:06:00,Completed,Moderate Efficiency
J315,M05,Grinding,4.4,51,4.67,91,2023-03-20 12:20:00,2023-03-20 13:11:00,2023-03-20 12:20:00,2023-03-20 13:11:00,Completed,High Efficiency
J316,M02,Milling,3.4,105,14.25,87,2023-03-20 12:30:00,2023-03-20 14:15:00,2023-03-20 12:32:00,2023-03-20 14:17:00,Completed,Moderate Efficiency
J317,M05,Additive,4.77,70,4.67,88,2023-03-20 12:40:00,2023-03-20 13:50:00,2023-03-20 12:39:00,2023-03-20 13:49:00,Completed,Low Efficiency
J318,M02,Drilling,3.6,87,10.22,95,2023-03-20 12:50:00,2023-03-20 14:17:00,2023-03-20 12:48:00,2023-03-20 14:15:00,Completed,Low Efficiency
J319,M03,Milling,3.45,23,10.48,80,2023-03-20 13:00:00,2023-03-20 13:23:00,2023-03-20 12:58:00,2023-03-20 13:21:00,Completed,Low Efficiency
J320,M04,Grinding,2.91,39,2.7,92,2023-03-20 13:10:00,2023-03-20 13:49:00,2023-03-20 13:14:00,2023-03-20 13:53:00,Completed,High Efficiency
J321,M01,Additive,4.49,70,10.34,93,2023-03-20 13:20:00,2023-03-20 14:30:00,2023-03-20 13:37:00,2023-03-20 14:47:00,Delayed,Low Efficiency
J322,M03,Lathe,3.62,80,10.42,88,2023-03-20 13:30:00,2023-03-20 14:50:00,2023-03-20 13:25:00,2023-03-20 14:45:00,Completed,Low Efficiency
J323,M01,Grinding,2.23,90,5.88,95,2023-03-20 13:40:00,2023-03-20 15:10:00,2023-03-20 13:43:00,2023-03-20 15:13:00,Completed,High Efficiency
J324,M05,Lathe,3.12,21,11.65,92,2023-03-20 13:50:00,2023-03-20 14:11:00,2023-03-20 14:05:00,2023-03-20 14:26:00,Delayed,Low Efficiency
J325,M03,Grinding,3.95,112,4.85,87,2023-03-20 14:00:00,2023-03-20 15:52:00,,,Failed,Low Efficiency
J326,M01,Additive,3.87,60,4.74,94,2023-03-20 14:10:00,2023-03-20 15:10:00,2023-03-20 14:14:00,2023-03-20 15:14:00,Completed,High Efficiency
J327,M04,Grinding,2.87,73,11.29,94,2023-03-20 14:20:00,2023-03-20 15:33:00,2023-03-20 14:20:00,2023-03-20 15:33:00,Completed,Moderate Efficiency
J328,M05,Milling,2.3,57,13.77,81,2023-03-20 14:30:00,2023-03-20 15:27:00,2023-03-20 14:35:00,2023-03-20 15:32:00,Completed,Moderate Efficiency
J329,M05,Additive,4.25,74,2.64,90,2023-03-20 14:40:00,2023-03-20 15:54:00,2023-03-20 14:52:00,2023-03-20 16:06:00,Delayed,Low Efficiency
